Id,MSSubClass,LotArea,Alley,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageFinish,GarageCars,GarageArea,PoolQC,MiscFeature,MoSold,YrSold
855,20,17920,NA,Sawyer,5,4,1955,1974,306,372,1763,1779,1,3,1,6,1,Unf,2,454,NA,NA,7,2006
856,20,6897,NA,Sawyer,5,8,1962,2010,659,381,1040,1040,1,3,1,6,0,Unf,1,260,NA,NA,4,2010
857,80,10970,NA,CollgCr,6,6,1978,1978,505,0,940,1026,1,3,1,5,0,Unf,2,576,NA,NA,10,2008
858,60,8125,NA,Gilbert,6,5,1994,1995,0,702,702,1481,0,3,1,6,1,Fin,2,343,NA,NA,3,2009
859,20,10400,NA,NWAmes,7,5,1976,1976,0,1090,1090,1370,0,3,1,6,1,RFn,2,479,NA,NA,6,2009
860,60,11029,NA,NWAmes,6,7,1968,1984,619,435,1054,2654,1,4,1,9,1,Unf,2,619,NA,NA,8,2006
861,50,7642,NA,Crawfor,7,8,1918,1998,0,912,912,1426,0,3,1,7,1,Unf,1,216,NA,NA,6,2007
862,190,11625,NA,Sawyer,5,4,1965,1965,841,198,1039,1039,1,3,1,6,0,Unf,2,504,NA,NA,4,2010
863,20,9672,NA,SawyerW,6,5,1984,1985,338,702,1040,1097,0,3,1,6,0,Unf,2,480,NA,NA,5,2010
864,20,7931,NA,NAmes,5,5,1959,1959,1148,0,1148,1148,1,3,1,6,0,Unf,1,672,NA,NA,7,2009
865,20,8640,NA,Somerst,7,5,2007,2008,0,1372,1372,1372,0,3,1,6,0,Fin,2,529,NA,NA,5,2008
866,20,8750,NA,NAmes,5,6,1970,1970,828,174,1002,1002,1,3,1,5,0,Unf,2,902,NA,NA,8,2009
867,20,10656,NA,Timber,8,5,2006,2007,0,1638,1638,1646,0,3,1,6,1,RFn,3,870,NA,NA,11,2007
868,20,6970,NA,Sawyer,4,5,1961,1961,932,108,1040,1120,1,3,1,5,0,RFn,2,544,NA,Shed,5,2007
869,60,14762,NA,Gilbert,5,6,1948,1950,0,0,0,2320,0,2,1,7,1,Unf,2,672,NA,NA,5,2006
870,60,9938,NA,SawyerW,7,5,1993,1994,750,300,1050,1949,1,3,1,8,1,Fin,2,574,NA,NA,6,2010
871,20,6600,NA,NAmes,5,5,1962,1962,0,894,894,894,0,2,1,5,0,Unf,1,308,NA,NA,8,2009
872,60,8750,NA,CollgCr,6,5,1998,1998,505,299,804,1682,0,3,1,7,0,RFn,2,523,NA,NA,6,2010
873,20,8892,NA,NAmes,5,7,1953,1996,0,105,105,910,0,3,1,5,0,Unf,2,414,NA,NA,10,2008
874,40,12144,NA,NAmes,5,7,1949,1950,375,457,832,1268,0,3,1,6,1,Unf,1,288,NA,Othr,9,2009
875,50,5720,NA,OldTown,5,6,1941,1950,0,676,676,1131,0,3,1,5,0,Unf,1,200,NA,NA,8,2009
876,60,9000,NA,Somerst,8,5,2007,2007,64,1120,1184,2610,0,4,1,11,1,Fin,2,550,NA,NA,8,2007
877,20,25286,NA,Mitchel,4,5,1963,1963,633,431,1064,1040,1,3,1,5,0,Unf,2,648,NA,NA,1,2007
878,60,8834,NA,NridgHt,9,5,2004,2005,1170,292,1462,2224,1,4,1,10,1,Fin,3,738,NA,NA,6,2009
879,85,11782,NA,Sawyer,5,7,1961,1995,899,210,1109,1155,1,3,1,6,0,Unf,2,576,NA,Shed,6,2010
880,20,7000,NA,CollgCr,5,8,1978,2005,646,218,864,864,1,3,1,6,0,Unf,1,336,NA,NA,7,2009
881,20,7024,NA,Edwards,5,5,2005,2006,980,110,1090,1090,1,2,1,5,0,Fin,2,450,NA,NA,6,2007
882,50,13758,NA,Timber,7,5,1990,1991,902,254,1156,1717,0,3,1,7,1,RFn,2,400,NA,NA,4,2007
883,60,9636,NA,Gilbert,6,5,1992,1993,0,808,808,1593,0,3,1,7,1,RFn,2,389,NA,NA,12,2009
884,75,6204,NA,SWISU,4,5,1912,1950,0,795,795,2230,1,5,1,10,0,Unf,1,440,NA,NA,3,2006
885,20,7150,NA,NAmes,5,5,1967,1967,432,460,892,892,0,3,1,5,0,RFn,1,288,NA,NA,7,2009
886,120,5119,NA,Somerst,9,5,1999,2000,1238,460,1698,1709,1,2,1,5,1,Fin,2,506,NA,NA,1,2008
887,90,8393,NA,NAmes,5,5,1959,2005,528,1098,1626,1712,0,4,2,8,0,Fin,2,588,NA,NA,6,2006
888,50,16466,NA,Edwards,5,7,1955,1955,0,816,816,1393,0,3,1,8,0,Unf,1,300,NA,NA,4,2008
889,20,15865,NA,NAmes,8,6,1970,1970,351,1043,2217,2217,1,4,1,8,1,Unf,2,621,NA,NA,10,2007
890,20,12160,NA,NAmes,6,4,1953,1953,1024,481,1505,1505,1,2,1,6,1,RFn,2,505,NA,NA,2,2009
891,50,8064,NA,NAmes,5,7,1949,2006,0,672,672,924,0,3,1,6,1,Unf,2,576,NA,Shed,7,2007
892,60,11184,NA,Sawyer,6,5,1978,1978,226,192,918,1683,0,3,1,7,1,RFn,2,440,NA,NA,7,2009
893,20,8414,NA,Sawyer,6,8,1963,2003,663,396,1059,1068,0,3,1,6,0,RFn,1,264,NA,NA,2,2006
894,20,13284,NA,Sawyer,5,5,1954,1954,1064,319,1383,1383,1,3,1,6,1,Unf,1,354,NA,NA,6,2008
895,90,7018,NA,SawyerW,5,5,1979,1979,0,0,0,1535,0,4,2,8,0,Unf,2,400,NA,NA,6,2009
896,60,7056,NA,NAmes,6,5,1963,1963,400,380,780,1796,1,4,1,8,1,RFn,2,483,NA,NA,10,2008
897,30,8765,Grvl,IDOTRR,4,6,1936,1950,285,666,951,951,0,2,1,6,0,Unf,1,327,NA,NA,4,2006
898,90,7018,NA,SawyerW,5,5,1979,1979,0,0,0,2240,0,6,2,12,0,Unf,2,528,NA,NA,6,2009
899,20,12919,NA,NridgHt,9,5,2009,2010,2188,142,2330,2364,1,2,1,11,2,Fin,3,820,NA,NA,3,2010
900,20,6993,NA,Sawyer,5,7,1961,1994,465,447,912,1236,0,3,1,6,1,Unf,1,288,NA,NA,6,2006
901,20,7340,NA,NAmes,4,6,1971,1971,322,536,858,858,0,2,1,4,0,Unf,1,684,NA,NA,6,2007
902,20,8712,NA,NAmes,5,7,1957,2000,860,132,992,1306,1,2,1,5,0,Unf,1,756,NA,NA,5,2009
903,60,7875,NA,Gilbert,7,5,2003,2003,0,783,783,1509,0,3,1,8,1,Fin,2,393,NA,NA,7,2006
904,20,14859,NA,Gilbert,7,5,2006,2006,0,1670,1670,1670,0,3,1,7,1,RFn,3,690,NA,NA,8,2006
905,20,6173,NA,Sawyer,5,6,1967,1967,599,277,876,902,0,3,1,6,0,Unf,1,288,NA,NA,8,2007
906,20,9920,NA,NAmes,5,5,1954,1954,354,412,1056,1063,1,3,1,6,0,RFn,1,280,NA,NA,2,2010
907,20,13501,NA,Somerst,8,5,2006,2006,63,1560,1623,1636,1,3,1,8,1,RFn,3,865,NA,NA,6,2007
908,50,11500,NA,Crawfor,7,7,1936,1987,223,794,1017,2057,0,3,1,6,1,Fin,1,180,NA,NA,6,2006
909,20,8885,NA,Mitchel,5,5,1983,1983,301,239,864,902,1,2,1,5,0,Unf,2,484,NA,NA,6,2006
910,60,12589,NA,Gilbert,6,5,2005,2005,0,742,742,1484,0,3,1,8,1,Fin,2,390,NA,NA,6,2009
911,90,11600,NA,NAmes,5,5,1960,1960,443,662,1105,2274,0,5,2,12,0,Unf,2,480,NA,NA,1,2010
912,20,9286,NA,CollgCr,5,7,1977,1989,196,1072,1268,1268,0,3,1,5,0,Unf,1,252,NA,NA,10,2009
913,30,6120,NA,BrkSide,5,7,1925,1950,489,279,768,1015,0,3,1,6,0,Unf,1,450,NA,Shed,7,2006
914,90,6270,NA,Crawfor,5,6,1949,1950,284,717,1001,2002,0,4,2,8,0,Unf,3,871,NA,NA,8,2007
915,160,3000,Pave,Somerst,6,5,2009,2009,294,318,612,1224,0,2,1,4,0,RFn,2,528,NA,NA,6,2009
916,160,2001,NA,MeadowV,4,5,1970,1970,0,546,546,1092,0,3,1,6,0,Unf,1,286,NA,NA,1,2007
917,20,9000,NA,IDOTRR,2,3,1949,1950,50,430,480,480,1,1,1,4,0,Unf,1,308,NA,NA,10,2006
918,20,17140,NA,Edwards,4,6,1956,1956,1059,75,1134,1229,0,3,1,6,0,RFn,1,284,NA,NA,4,2009
919,60,13125,NA,SawyerW,7,5,1991,1991,48,422,1104,2127,1,4,1,8,1,RFn,3,833,NA,NA,11,2007
920,20,11029,NA,NAmes,6,8,1958,2002,528,245,1184,1414,1,3,1,6,1,Unf,2,601,NA,NA,5,2008
921,60,8462,NA,SawyerW,6,5,1994,1994,814,114,928,1721,0,3,1,7,0,RFn,2,471,NA,NA,7,2007
922,90,8777,NA,Edwards,5,7,1900,2003,1084,188,1272,2200,2,4,2,9,0,NA,0,0,NA,NA,9,2008
923,20,10237,NA,Gilbert,6,5,2005,2006,28,1288,1316,1316,0,3,1,6,1,Fin,2,397,NA,NA,10,2006
924,120,8012,NA,SawyerW,6,5,1993,1994,165,598,1604,1617,1,2,1,5,1,RFn,2,533,NA,NA,7,2008
925,20,10240,NA,NWAmes,6,6,1980,1980,625,0,1686,1686,1,3,1,7,1,Unf,2,612,NA,NA,5,2006
926,20,15611,NA,NWAmes,5,6,1977,1977,767,266,1126,1126,0,3,1,6,0,RFn,2,540,NA,NA,3,2008
927,60,11999,NA,NridgHt,8,5,2003,2004,0,1181,1181,2374,0,4,1,10,1,Fin,3,656,NA,NA,5,2007
928,60,9900,NA,NWAmes,7,5,1968,1968,552,280,832,1978,0,4,1,9,1,RFn,2,486,NA,NA,4,2008
929,20,11838,NA,CollgCr,8,5,2001,2001,0,1753,1753,1788,0,3,1,7,1,RFn,2,522,NA,NA,6,2009
930,60,13006,NA,Gilbert,7,5,1997,1997,0,964,964,2236,0,4,1,8,1,Fin,2,642,NA,NA,11,2006
931,20,8925,NA,Timber,8,5,2007,2007,16,1450,1466,1466,0,3,1,7,0,Fin,3,610,NA,NA,7,2009
932,20,9100,NA,NAmes,5,6,1965,1965,338,121,925,925,0,2,1,5,0,Unf,1,429,NA,NA,7,2009
933,20,11670,NA,Somerst,9,5,2006,2006,0,1905,1905,1905,0,3,1,8,1,Fin,3,788,NA,NA,3,2007
934,20,8487,NA,CollgCr,7,5,2004,2004,20,1480,1500,1500,0,3,1,6,0,RFn,2,570,NA,NA,8,2009
935,20,27650,NA,NAmes,7,7,1960,2007,425,160,585,2069,1,4,1,9,1,RFn,2,505,NA,NA,11,2008
936,30,5825,NA,BrkSide,4,5,1926,1953,0,600,600,747,0,1,1,5,0,Unf,2,528,NA,NA,6,2006
937,20,10083,NA,SawyerW,7,5,2003,2003,833,343,1176,1200,1,2,1,5,0,RFn,2,555,NA,NA,8,2009
938,60,9675,NA,Somerst,7,5,2005,2005,341,772,1113,1971,0,3,1,8,1,RFn,2,689,NA,NA,2,2009
939,60,8760,NA,CollgCr,7,5,2006,2006,464,927,1391,1962,0,3,1,7,0,RFn,3,868,NA,NA,8,2006
940,70,24090,NA,ClearCr,7,7,1940,1950,0,1032,1032,2403,0,4,1,10,2,Unf,1,349,NA,NA,6,2010
941,90,12640,NA,Mitchel,6,5,1976,1976,936,396,1728,1728,0,4,2,8,0,Unf,2,574,NA,NA,7,2006
942,60,8755,NA,Gilbert,7,5,1999,1999,772,220,992,2060,1,3,1,8,1,RFn,2,390,NA,NA,6,2009
943,90,7711,NA,Edwards,4,3,1977,1977,1440,0,1440,1440,2,4,2,8,0,NA,0,0,NA,NA,8,2007
944,90,25000,NA,Mitchel,5,4,1967,1967,0,1632,1632,1632,0,4,2,8,0,Unf,2,576,NA,NA,6,2007
945,20,14375,NA,Timber,6,6,1958,1958,111,354,819,1344,0,3,1,7,1,RFn,2,525,NA,NA,1,2009
946,50,8820,NA,OldTown,5,6,1890,1996,1088,0,1088,1869,0,2,1,7,0,Unf,2,456,NA,NA,9,2009
947,80,8163,NA,NAmes,5,6,1959,1959,748,102,1144,1144,1,3,1,6,1,RFn,1,796,NA,NA,3,2006
948,20,14536,NA,Timber,8,5,2002,2003,1300,316,1616,1629,1,3,1,9,1,Fin,3,808,NA,NA,11,2007
949,60,14006,NA,CollgCr,7,5,2002,2002,0,936,936,1776,0,3,1,7,1,RFn,2,474,NA,NA,2,2006
950,20,9360,NA,NWAmes,6,7,1972,2006,982,179,1161,1381,1,3,1,5,1,RFn,2,676,NA,NA,3,2010
951,20,7200,NA,NAmes,5,8,1950,2002,398,317,864,864,1,3,1,5,0,RFn,2,720,NA,NA,7,2007
952,20,7800,NA,SawyerW,5,5,1965,1965,641,187,828,965,1,3,1,6,0,Unf,1,300,NA,NA,7,2006
953,85,7200,NA,CollgCr,5,8,1972,2003,660,108,768,768,0,2,1,5,0,Fin,1,396,NA,NA,4,2009
954,60,11075,NA,Mitchel,5,4,1969,1969,562,29,784,1968,0,4,1,7,1,RFn,2,530,NA,Shed,9,2008
955,90,9400,NA,Edwards,6,5,1975,1975,945,0,945,980,0,4,0,4,0,NA,0,0,NA,NA,10,2006
956,90,7136,NA,Crawfor,6,6,1946,1950,484,495,979,1958,0,4,2,8,0,Unf,2,492,NA,NA,8,2007
957,160,1300,NA,Blueste,6,6,1980,1980,285,276,561,1229,0,2,1,5,1,Fin,2,462,NA,NA,5,2009
958,20,7420,NA,Sawyer,5,5,1962,1962,417,640,1057,1057,0,3,1,6,0,Fin,2,576,NA,NA,4,2007
959,20,8450,NA,CollgCr,7,5,2003,2003,699,638,1337,1337,1,3,1,6,0,RFn,2,531,NA,NA,10,2007
960,160,2572,NA,Somerst,7,5,1999,1999,604,92,696,1416,1,3,1,6,0,Unf,2,484,NA,NA,5,2010
961,20,7207,NA,BrkSide,5,7,1958,2008,696,162,858,858,1,2,1,4,0,NA,0,0,NA,NA,2,2010
962,60,12227,NA,NWAmes,6,7,1977,1995,896,434,1330,2872,1,4,1,11,1,Fin,2,619,NA,NA,7,2008
963,160,2308,NA,NPkVill,6,6,1976,1976,556,248,804,1548,1,3,1,7,1,Unf,2,440,NA,NA,7,2007
964,20,11923,NA,CollgCr,9,5,2007,2007,0,1800,1800,1800,0,2,1,7,0,Fin,2,702,NA,NA,5,2009
965,60,11316,NA,Timber,7,5,2002,2003,624,193,817,1894,1,4,1,8,1,Fin,2,510,NA,NA,2,2010
966,60,10237,NA,Gilbert,6,5,2005,2007,0,783,783,1484,0,3,1,8,1,Fin,2,393,NA,NA,7,2007
967,50,9600,NA,Crawfor,5,7,1940,1950,428,300,728,1308,1,2,1,7,2,Unf,1,256,NA,NA,6,2009
968,20,7390,NA,NAmes,5,7,1955,1955,902,196,1098,1098,1,3,1,6,0,Unf,1,260,NA,NA,7,2008
969,50,5925,NA,OldTown,3,6,1910,1950,0,600,600,968,0,2,1,6,0,NA,0,0,NA,NA,5,2009
970,190,10382,NA,NAmes,6,5,1958,1958,513,75,588,1095,1,2,1,6,0,RFn,1,264,NA,NA,3,2006
971,50,10800,NA,NAmes,4,4,1949,1950,0,720,720,1192,0,4,1,6,0,NA,0,0,NA,NA,12,2006
972,160,2268,NA,NridgHt,7,5,2003,2004,567,197,764,1626,0,2,1,6,0,RFn,2,474,NA,NA,7,2009
973,120,7892,NA,SawyerW,6,5,1979,1979,0,918,918,918,0,2,1,5,1,Unf,1,264,NA,NA,4,2010
974,20,11639,NA,Somerst,7,5,2007,2008,0,1428,1428,1428,0,3,1,6,0,Fin,2,480,NA,NA,12,2008
975,70,11414,NA,BrkSide,7,8,1910,1993,0,728,728,2019,0,3,1,8,0,Unf,2,532,NA,NA,10,2009
976,160,2651,NA,Somerst,7,5,2000,2000,641,32,673,1382,1,3,1,6,0,Unf,2,490,NA,NA,4,2006
977,30,5900,NA,BrkSide,4,7,1923,1958,0,440,440,869,0,2,1,4,0,NA,0,0,NA,NA,8,2006
978,120,4274,Pave,Somerst,7,5,2006,2007,1106,135,1241,1241,1,1,1,4,0,Fin,2,569,NA,NA,11,2007
979,20,9450,NA,Edwards,4,5,1954,1954,552,342,894,894,0,3,1,5,0,Unf,2,400,NA,NA,5,2007
980,20,8816,NA,Sawyer,5,6,1963,1963,651,470,1121,1121,1,3,1,5,0,Unf,2,480,NA,NA,6,2009
981,85,12122,NA,NAmes,7,9,1961,2007,867,77,944,999,1,3,1,6,0,RFn,2,588,NA,NA,7,2008
982,60,12203,NA,NoRidge,8,5,1998,1999,854,371,1225,2612,1,4,1,8,1,Fin,3,676,NA,NA,7,2009
983,20,3182,NA,Blmngtn,7,5,2007,2007,0,1266,1266,1266,0,2,1,6,1,Fin,2,388,NA,NA,3,2008
984,60,11250,NA,CollgCr,8,5,2002,2002,0,1128,1128,2290,0,4,1,9,1,Unf,2,779,NA,NA,5,2008
985,90,10125,NA,Mitchel,5,5,1977,1977,0,0,0,1734,0,4,2,8,0,Unf,2,539,NA,NA,8,2009
986,190,10880,NA,Edwards,5,5,1950,1950,1040,124,1164,1164,1,3,1,5,0,Unf,1,240,NA,NA,8,2008
987,50,5310,NA,OldTown,6,8,1910,2003,0,485,485,1635,0,2,1,5,0,Unf,1,255,NA,NA,6,2006
988,20,10159,NA,NridgHt,9,5,2009,2010,1646,284,1930,1940,1,3,1,8,1,Fin,3,606,NA,NA,4,2010
989,60,12046,NA,NWAmes,6,6,1976,1976,156,692,848,2030,0,4,1,8,1,Fin,2,551,NA,NA,6,2007
990,60,8125,NA,Somerst,7,5,2006,2006,0,770,770,1576,0,3,1,6,0,RFn,2,614,NA,NA,8,2006
991,60,9452,NA,NoRidge,8,5,1997,1998,1074,322,1396,2392,1,3,1,7,1,Fin,3,870,NA,NA,6,2006
992,70,17671,Grvl,OldTown,8,9,1882,1986,216,700,916,1742,0,4,1,8,1,Unf,2,424,NA,NA,11,2009
993,60,9760,NA,NAmes,6,8,1964,1993,536,169,822,1851,0,3,1,7,1,RFn,2,440,NA,NA,7,2007
994,60,8846,NA,CollgCr,6,5,2005,2006,0,750,750,1500,0,3,1,6,0,RFn,2,564,NA,NA,8,2006
995,20,12456,NA,NridgHt,10,5,2006,2007,1172,528,1700,1718,1,3,1,7,1,Fin,3,786,NA,NA,7,2009
996,50,4712,NA,BrkSide,4,7,1946,1950,384,363,747,1230,1,3,1,5,0,Unf,1,305,NA,NA,8,2006
997,20,10659,NA,NAmes,5,6,1961,1961,915,135,1050,1050,1,3,1,6,0,Unf,1,368,NA,NA,1,2006
998,20,11717,NA,NWAmes,6,6,1970,1970,0,1442,1442,1442,0,2,1,6,1,RFn,2,615,NA,NA,2,2009
999,30,9786,NA,IDOTRR,3,4,1922,1950,0,1007,1007,1077,0,3,1,6,1,Unf,1,210,NA,NA,5,2006
1000,20,6762,NA,CollgCr,7,5,2006,2006,686,501,1187,1208,1,2,1,6,0,RFn,2,632,NA,NA,2,2010
1001,20,10206,NA,Edwards,3,3,1952,1952,0,0,0,944,0,2,1,4,0,Unf,2,528,NA,NA,7,2009
1002,30,5400,NA,OldTown,5,6,1920,1950,0,691,691,691,0,2,1,4,0,Unf,1,216,NA,NA,1,2007
1003,20,11957,NA,Somerst,8,5,2006,2006,24,1550,1574,1574,0,3,1,7,1,RFn,3,824,NA,NA,7,2008
1004,90,11500,NA,NWAmes,5,6,1976,1976,0,1680,1680,1680,0,4,2,8,0,Unf,2,528,NA,NA,6,2007
1005,120,3182,NA,Blmngtn,7,5,2005,2006,16,1330,1346,1504,0,1,1,7,1,Fin,2,457,NA,NA,5,2009
1006,80,8385,NA,CollgCr,5,8,1977,1977,595,390,985,985,0,3,1,6,0,Unf,1,328,NA,NA,11,2008
1007,20,12155,NA,NAmes,6,3,1970,1970,1237,420,1657,1657,0,3,1,7,1,Unf,2,484,NA,NA,3,2007
1008,160,2217,NA,MeadowV,4,4,1970,1970,273,0,546,1092,0,3,1,6,0,RFn,1,286,NA,NA,8,2009
1009,20,12118,NA,Mitchel,7,5,2004,2005,0,1710,1710,1710,0,3,1,7,1,Fin,2,550,NA,NA,4,2009
1010,50,6000,NA,SWISU,5,5,1926,1950,0,1008,1008,1522,0,4,1,7,0,NA,0,0,NA,NA,6,2006
1011,50,21286,NA,Sawyer,5,5,1948,1950,0,720,720,1271,0,4,1,7,1,Unf,1,312,NA,NA,8,2008
1012,90,9825,NA,Edwards,5,5,1965,1965,0,0,0,1664,0,4,2,8,0,NA,0,0,NA,NA,5,2010
1013,70,10592,NA,Crawfor,6,7,1923,1996,0,602,602,1502,0,3,1,7,2,Unf,1,180,NA,NA,8,2007
1014,30,7200,NA,OldTown,5,4,1910,2006,247,310,1022,1022,1,2,1,4,0,Unf,1,280,NA,NA,6,2009
1015,20,11664,NA,NAmes,6,5,1948,1950,336,746,1082,1082,0,2,1,5,1,Unf,1,240,NA,NA,11,2007
1016,60,8400,NA,NWAmes,8,6,2001,2001,643,167,810,1665,1,3,1,6,0,Fin,2,528,NA,NA,11,2009
1017,20,11883,NA,CollgCr,7,5,1996,1996,690,814,1504,1504,1,3,1,6,1,Fin,2,478,NA,NA,6,2009
1018,120,5814,NA,StoneBr,8,5,1984,1984,1036,184,1220,1360,1,1,1,4,1,RFn,2,565,NA,NA,8,2009
1019,80,10784,NA,Gilbert,7,5,1991,1992,0,384,384,1472,0,3,1,7,1,RFn,2,402,NA,NA,5,2007
1020,120,3013,NA,Blmngtn,7,5,2005,2005,16,1346,1362,1506,0,2,1,6,1,Fin,2,440,NA,NA,4,2006
1021,20,7024,NA,Edwards,4,5,2005,2005,1024,108,1132,1132,1,2,1,5,0,Fin,2,451,NA,NA,6,2008
1022,20,7406,NA,CollgCr,7,5,2006,2006,684,515,1199,1220,1,2,1,6,0,RFn,2,632,NA,NA,7,2006
1023,50,9439,NA,OldTown,5,5,1930,1950,324,588,912,1248,0,2,1,6,0,Unf,1,160,NA,NA,3,2007
1024,120,3182,NA,Blmngtn,7,5,2005,2006,16,1330,1346,1504,0,2,1,7,1,Fin,2,437,NA,NA,5,2008
1025,20,15498,NA,Timber,8,6,1976,1976,1165,0,1565,2898,1,2,1,10,1,Fin,2,665,NA,NA,5,2008
1026,20,7700,NA,CollgCr,5,5,1972,1972,138,276,882,882,1,3,1,5,0,Unf,2,461,NA,NA,3,2007
1027,20,9300,NA,NAmes,5,5,1960,1960,697,571,1268,1264,1,3,1,6,2,Unf,2,461,NA,NA,4,2010
1028,20,9520,NA,Timber,8,5,2007,2008,1513,125,1638,1646,1,3,1,7,1,RFn,3,800,NA,NA,4,2008
1029,50,9492,NA,NAmes,5,5,1941,1950,368,359,768,1376,1,3,1,6,1,Unf,1,240,NA,NA,4,2007
1030,160,1680,NA,BrDale,6,7,1972,1972,317,355,672,1218,0,3,1,7,0,Unf,1,264,NA,NA,5,2006
1031,190,7082,NA,SWISU,5,8,1916,1995,0,686,686,1928,0,5,2,10,0,NA,0,0,NA,NA,7,2006
1032,75,15863,NA,SWISU,7,3,1920,1970,523,301,824,3082,1,5,1,12,2,Fin,2,672,NA,NA,8,2009
1033,60,14541,NA,NoRidge,8,7,1993,1993,1012,326,1338,2520,1,5,1,10,1,RFn,3,796,NA,NA,11,2006
1034,20,8125,NA,CollgCr,7,5,2002,2002,986,668,1654,1654,1,3,1,6,0,Unf,3,900,NA,NA,2,2006
1035,30,6305,NA,Crawfor,5,7,1938,1950,0,920,920,954,0,2,1,5,1,Unf,1,240,NA,NA,6,2007
1036,20,11500,NA,Edwards,4,3,1957,1957,0,0,0,845,0,3,1,5,0,Unf,1,290,NA,NA,1,2009
1037,20,12898,NA,Timber,9,5,2007,2008,1022,598,1620,1620,1,2,1,6,1,Fin,3,912,NA,NA,9,2009
1038,60,9240,NA,CollgCr,8,5,2001,2002,0,1055,1055,2263,0,3,1,7,1,Fin,2,905,NA,NA,9,2008
1039,160,1533,NA,MeadowV,4,6,1970,2008,0,546,546,1344,0,3,1,6,1,NA,0,0,NA,NA,5,2009
1040,180,1477,NA,MeadowV,4,4,1970,1970,509,121,630,630,1,1,1,3,0,Unf,1,286,NA,NA,4,2009
1041,20,13125,NA,Sawyer,5,4,1957,2000,168,284,1134,1803,1,3,1,8,1,RFn,2,484,NA,NA,1,2006
1042,60,9130,NA,NWAmes,6,8,1966,2000,400,336,800,1632,0,4,1,7,0,Unf,2,484,NA,NA,7,2008
1043,120,5381,NA,NridgHt,6,5,2005,2005,900,406,1306,1306,1,1,1,5,1,RFn,2,624,NA,NA,8,2009
1044,60,11839,NA,SawyerW,7,5,1990,1990,1085,390,1475,2329,1,4,1,10,1,Unf,2,514,NA,NA,5,2008
1045,20,9600,NA,NWAmes,8,5,1981,1981,1104,1420,2524,2524,1,4,1,9,1,Fin,2,542,NA,NA,7,2009
1046,20,13680,NA,Edwards,3,5,1955,1955,0,0,0,1733,0,4,1,8,1,Unf,2,452,NA,NA,6,2009
1047,60,16056,NA,StoneBr,9,5,2005,2006,240,1752,1992,2868,0,4,1,11,1,Fin,3,716,NA,NA,7,2006
1048,20,9245,NA,CollgCr,5,5,1994,1995,686,304,990,990,0,3,1,5,0,Unf,2,672,NA,NA,2,2008
1049,20,21750,NA,Mitchel,5,4,1960,2006,0,0,0,1771,0,3,1,9,1,Unf,2,336,NA,NA,11,2009
1050,20,11100,NA,Edwards,4,7,1946,2006,0,0,0,930,0,2,1,6,0,Unf,1,308,NA,NA,4,2010
1051,20,8993,NA,Gilbert,7,5,2007,2007,0,1302,1302,1302,0,3,1,6,0,Fin,2,436,NA,NA,8,2007
1052,20,11175,NA,CollgCr,7,5,2007,2007,0,1316,1316,1316,0,3,1,6,1,Fin,2,440,NA,NA,10,2007
1053,60,9500,NA,NAmes,6,6,1964,1978,442,374,816,1977,0,4,1,9,1,RFn,2,540,NA,NA,6,2007
1054,20,8562,NA,Edwards,5,6,1957,2002,383,833,1216,1526,0,4,1,7,1,Unf,1,364,NA,NA,5,2010
1055,60,11367,NA,CollgCr,8,5,2002,2002,932,133,1065,1989,1,3,1,7,1,Fin,2,586,NA,NA,11,2006
1056,20,11361,NA,NWAmes,6,5,1976,1976,644,549,1193,1523,0,3,1,7,1,Fin,2,478,NA,NA,5,2008
1057,120,7052,NA,NridgHt,7,5,2005,2005,659,705,1364,1364,1,2,1,6,1,RFn,2,484,NA,NA,6,2006
1058,60,29959,NA,NoRidge,7,6,1994,1994,595,378,973,1850,0,3,1,7,1,Fin,2,467,NA,NA,1,2009
1059,60,11308,NA,NridgHt,9,5,2008,2008,936,168,1104,2184,1,3,1,10,1,Fin,3,836,NA,NA,7,2009
1060,50,11275,NA,Crawfor,6,7,1932,1950,297,0,854,1991,0,3,1,7,1,Unf,2,432,NA,NA,3,2007
1061,120,4920,NA,StoneBr,8,5,2001,2001,616,722,1338,1338,1,2,1,6,0,Fin,2,582,NA,NA,4,2010
1062,30,18000,NA,IDOTRR,3,4,1935,1950,0,894,894,894,0,2,1,6,0,RFn,3,1248,NA,Shed,8,2008
1063,190,13600,Grvl,OldTown,5,5,1900,1950,0,662,662,2337,0,5,2,10,0,Unf,2,560,NA,NA,9,2007
1064,30,6000,NA,OldTown,6,6,1925,1980,397,706,1103,1103,0,2,1,5,1,Unf,2,440,NA,NA,7,2006
1065,20,11000,NA,NAmes,5,6,1966,1966,740,184,1154,1154,0,3,1,6,1,RFn,2,480,NA,NA,11,2009
1066,60,14000,NA,ClearCr,7,5,1996,1997,1201,105,1306,2260,1,3,1,7,0,RFn,2,533,NA,NA,4,2010
1067,60,7837,NA,Gilbert,6,7,1993,1994,0,799,799,1571,0,3,1,7,1,RFn,2,380,NA,NA,5,2009
